PlayerID,GameID,AchievementID,GainTime
19,119,9644,2022/6/6
19,115,2795,2025/2/24
19,161,1051,2020/2/19
19,88,2459,2024/8/13
19,99,7497,2017/9/17
20,101,3430,2025/8/24
20,160,7656,2022/1/31
20,39,7725,2022/1/7
20,161,1860,2020/12/20
20,66,8316,2024/6/18
20,10,6259,2024/12/2
20,16,4973,2020/1/6
20,147,1634,2021/2/4
20,3,8021,2025/1/26
20,167,2002,2025/3/30
20,197,6654,2026/7/26
20,21,5540,2019/9/30
20,4,6297,2023/9/4
20,28,7504,2023/1/9
21,167,2121,2023/11/21
21,194,3342,2021/1/28
21,161,4519,2025/7/28
21,78,7199,2020/6/30
21,68,1328,2019/4/24
21,65,7127,2018/12/4
21,198,9200,2021/9/11
21,81,7768,2022/12/10
21,197,4708,2026/11/11
21,10,2451,2025/3/23
21,59,3516,2023/8/9
21,191,3424,2022/2/1
21,20,9546,2022/10/11
21,195,2541,2023/5/4
22,65,1356,2018/11/3
22,110,6139,2021/10/6
22,65,5670,2020/3/18
22,166,5658,2020/1/7
22,5,4516,2022/7/6
22,10,9362,2020/11/2
22,195,7823,2023/7/26
22,68,5688,2017/7/21
22,143,4421,2024/8/25
22,175,3271,2019/11/13
22,18,9048,2024/11/16
23,178,1624,2022/7/15
23,159,1798,2021/8/11
23,24,3510,2019/11/30
23,109,5202,2021/9/26
23,169,6680,2022/9/21
23,144,4474,2024/10/31
23,22,5619,2020/10/10
23,42,2778,2022/9/9
23,87,1371,2023/1/1
23,26,8636,2023/4/4
23,68,4553,2017/6/30
24,169,1285,2020/12/31
24,87,8037,2021/8/30
24,73,2978,2020/2/22
24,171,2619,2019/10/17
24,58,1687,2018/3/11
24,101,5350,2021/11/11
24,126,4731,2019/5/27
24,146,3198,2020/10/4
24,22,6682,2025/11/8
24,23,3091,2021/5/1
24,46,9023,2020/8/21
24,203,7727,2022/4/10
24,167,6475,2023/7/5
24,180,3374,2020/5/15
25,108,9858,2021/4/5
25,33,5080,2021/12/13
25,137,8926,2024/2/2
25,76,8500,2025/12/27
25,23,7689,2021/5/31
25,27,9706,2023/12/23
25,147,4135,2021/5/13
25,28,8175,2023/6/25
25,87,5377,2019/7/10
25,157,7714,2021/8/19
25,118,4905,2021/1/4
26,133,7343,2026/11/18
26,33,3579,2021/8/2
26,206,5640,2022/1/4
26,160,3405,2021/7/30
26,189,6371,2019/9/10
26,113,1943,2023/7/13
26,17,1975,2021/11/11
26,88,1634,2025/12/20
26,33,5923,2026/6/6
26,28,4877,2023/10/5
26,187,2469,2020/1/1
27,185,1665,2019/7/28
27,59,6228,2022/4/10
27,103,4624,2019/4/29
27,11,6112,2018/9/29
27,50,4601,2022/5/21
27,83,7863,2025/10/30
27,69,9124,2023/7/31
27,54,1076,2026/12/17
27,27,9692,2021/12/2
27,140,1442,2021/4/3
27,152,7808,2021/7/10
27,21,3022,2019/7/27
27,2,3045,2020/5/20
27,52,3608,2020/1/3
28,111,6770,2019/1/22
28,63,9016,2020/11/24
28,127,1848,2019/3/25
28,25,2017,2017/12/4
28,23,8350,2020/11/3
28,147,3380,2020/6/28
28,104,8608,2022/5/30
28,47,1250,2024/11/9
28,126,5673,2019/2/18
28,101,2716,2024/12/7
28,151,8390,2020/11/26
28,113,4427,2024/11/28
28,125,4472,2024/1/18
28,82,3246,2021/8/25
29,13,7506,2018/4/4
29,86,3053,2018/10/10
29,23,8420,2021/8/12
29,124,9351,2022/2/15
29,27,8820,2022/4/22
29,63,1351,2021/8/12
29,68,7941,2018/8/1
29,42,1905,2022/11/24
29,128,7000,2023/8/20
29,68,5717,2025/8/26
29,179,3812,2019/7/24
30,201,6129,2020/10/3
30,69,1363,2024/6/5
30,22,9847,2023/3/8
30,114,6217,2019/3/24
30,129,8226,2022/11/20
30,166,7938,2024/3/8
30,167,6180,2023/7/15
30,148,2908,2025/12/25
30,38,7123,2020/3/15
30,58,7325,2019/9/25
30,75,2917,2021/12/24
30,43,6283,2024/9/22
30,158,6970,2020/3/25
30,32,7829,2020/1/14
30,123,7480,2025/8/5
31,128,3936,2024/6/10
31,68,8204,2023/12/12
31,67,5493,2025/3/24
31,167,6129,2021/7/30
31,72,5816,2022/6/13
31,146,6607,2020/7/9
31,123,8453,2026/6/19
31,96,6478,2021/1/11
32,30,1422,2019/5/15
32,67,9105,2025/2/3
32,65,5812,2021/8/5
32,61,8501,2020/2/13
32,82,3452,2026/5/21
32,1,5629,2023/12/27
32,116,6641,2021/5/14
32,142,2933,2021/9/16
32,19,3119,2021/4/17
32,15,4123,2020/6/10
32,28,4169,2020/7/15
32,2,2234,2019/4/1
32,172,3697,2024/6/29
33,56,2976,2019/2/17
33,62,4012,2019/2/25
33,145,5547,2024/5/13
33,37,1544,2020/8/9
33,53,4174,2020/12/9
33,81,4508,2025/6/8
33,22,3194,2025/11/30
33,184,7945,2016/11/4
34,66,6095,2019/5/30
34,114,1050,2018/10/11
34,205,1031,2023/8/19
34,23,9427,2022/2/26
34,189,1004,2019/12/11
34,67,6843,2025/1/17
34,161,2278,2020/1/14
34,23,7533,2023/4/6
35,86,8934,2019/8/27
35,37,3993,2021/3/16
35,22,9804,2025/10/21
35,26,5031,2022/12/13
35,125,6565,2025/1/1
35,110,7914,2022/6/16
35,84,4458,2024/1/17
35,54,3517,2024/9/27
35,108,8262,2021/3/21
35,6,8204,2020/4/29
35,63,5431,2021/6/25
35,107,3758,2022/3/22
36,42,6746,2021/12/14
36,174,9226,2023/3/4
36,99,7246,2017/8/5
36,126,5565,2017/11/6
36,11,4722,2018/1/4
36,84,5358,2022/9/30
36,68,6902,2018/12/15
36,157,7060,2020/7/24
37,78,6683,2020/9/7
37,166,3617,2023/2/23
37,5,2616,2022/5/18
37,194,5555,2019/9/23
37,14,1570,2018/7/29
37,29,3231,2017/12/13
37,181,8942,2024/3/19
37,188,1624,2021/11/12
37,123,1781,2025/11/20
38,84,3224,2024/4/24
38,30,3208,2020/9/2
38,146,7132,2019/11/13
38,115,2980,2024/10/30
38,149,6413,2023/7/24
38,108,6918,2020/11/20
38,182,7515,2024/7/13
39,83,3531,2025/1/12
39,169,2251,2023/5/3
39,2,5576,2020/10/6
39,107,4631,2021/12/20
39,100,2618,2021/10/29
39,11,2385,2018/9/3
39,160,5368,2021/10/25
39,87,2517,2020/1/5
39,159,2988,2020/12/26
39,25,9314,2017/11/9
39,60,2734,2024/11/17
39,190,6206,2023/12/24
39,57,9760,2024/2/11
39,109,1460,2022/1/22
39,68,2351,2025/9/3
40,30,4991,2019/5/11
40,148,6863,2024/4/12
40,161,1985,2024/10/4
40,75,6742,2023/6/12
40,152,9338,2022/11/19
40,200,8779,2020/1/16
40,82,9841,2025/12/21
40,66,1614,2025/2/1
40,31,7689,2025/6/24
40,22,7111,2023/7/4
40,19,6116,2021/4/23
40,89,6635,2021/5/2
40,71,5651,2023/6/12
40,18,6129,2023/12/13
40,65,1544,2021/7/23
41,194,2367,2021/8/20
41,15,9554,2019/10/11
41,166,7587,2022/3/30
41,23,6412,2018/9/22
41,104,2126,2022/8/4
42,167,2861,2021/8/7
42,82,4357,2021/12/17
42,204,3590,2022/5/20
42,40,2807,2022/1/10
42,206,6982,2021/12/23
42,122,4536,2018/7/30
42,127,6265,2019/4/28
42,157,6300,2021/5/30
42,170,8015,2017/12/25
42,23,2209,2021/1/18
43,149,3465,2024/1/5
43,33,3034,2020/7/28
43,161,8447,2021/2/18
43,73,8865,2022/8/5
43,54,2664,2024/10/24
43,109,7613,2021/7/14
43,69,5303,2024/7/25
43,23,9987,2020/11/29
43,33,6764,2026/9/27
43,49,8296,2023/3/15
44,141,1851,2022/3/2
44,19,7331,2021/1/2
44,187,3586,2021/8/22
44,146,5162,2019/11/22
44,13,8819,2024/12/4
44,128,4229,2023/12/28
44,16,9066,2021/2/1
44,24,1180,2025/12/6
44,28,7101,2024/10/21
44,204,4170,2022/3/26
44,161,4337,2023/1/14
44,62,1003,2020/8/2
45,18,1895,2022/6/12
45,32,7981,2020/6/18
45,25,8824,2018/8/9
45,19,4092,2022/3/21
45,162,9825,2020/12/5
45,18,1113,2025/10/1
46,130,1122,2019/4/11
46,37,2214,2020/3/12
46,75,8771,2022/2/1
46,21,8140,2019/6/16
46,18,1908,2025/3/23
46,126,1081,2019/11/18
46,120,1238,2022/8/28
46,144,1772,2024/8/28
46,58,6150,2020/6/15
46,22,3233,2025/6/2
46,119,2396,2021/4/27
46,129,6641,2021/12/14
47,10,7566,2024/5/19
47,3,8016,2023/6/22
47,44,3368,2020/11/14
47,68,8665,2017/4/22
47,38,1089,2020/12/28
47,42,8753,2022/3/27
47,135,9377,2018/4/3
47,48,6870,2023/5/19
47,28,7021,2023/11/20
47,54,9728,2023/2/8
47,77,9726,2022/5/22
47,28,3026,2022/12/4
47,82,8789,2026/6/13
47,24,8701,2021/7/17
48,162,7846,2021/2/13
48,68,4435,2017/10/4
48,25,7344,2022/11/13
48,53,8760,2024/9/1
48,102,6042,2017/10/13
49,104,4983,2023/2/12
49,28,6224,2023/1/6
49,26,2420,2024/8/8
49,157,2614,2020/11/14
49,164,7733,2017/4/20
49,145,4939,2024/2/14
49,166,1158,2023/3/13
49,21,4389,2018/10/31
49,19,6302,2021/11/30
49,105,3286,2022/10/26
49,43,2827,2025/1/4
49,27,4692,2021/11/13
49,94,2583,2025/9/27
49,82,7109,2021/6/25
49,85,4040,2017/4/30
50,111,5354,2019/3/12
50,39,3003,2022/4/20
50,3,6914,2023/3/4
50,36,8923,2019/12/16
50,33,4164,2020/10/19
50,128,8321,2024/7/4
50,14,3048,2022/7/25
50,191,4668,2020/9/20
50,82,2876,2026/2/3
50,203,9696,2021/8/31
50,107,4924,2021/6/14
50,170,3780,2019/4/1
50,146,3301,2018/12/2
50,172,7795,2024/1/21
51,87,4109,2023/9/1
51,90,2195,2018/4/4
51,60,4082,2025/2/11
51,120,9236,2023/9/13
51,171,1302,2018/7/25
51,21,3208,2019/7/1
51,114,6893,2019/8/14
51,154,1636,2018/5/16
51,11,2720,2022/12/15
51,80,5629,2025/5/3
52,67,7811,2025/6/21
52,64,3413,2025/1/30
52,14,4365,2022/7/10
52,111,8108,2019/5/11
52,48,4853,2023/7/6
52,28,6500,2021/10/19
53,160,4417,2022/7/2
53,111,2119,2019/10/15
53,11,1785,2019/10/25
53,20,9929,2023/7/22
53,39,6494,2021/8/3
53,11,2853,2023/9/11
54,115,1099,2023/1/15
54,5,9261,2019/6/28
54,68,9783,2018/6/22
54,81,5890,2024/8/30
54,181,6726,2024/5/11
54,174,1346,2020/11/18
54,139,3808,2024/3/16
55,66,2527,2025/8/9
55,83,4933,2025/1/31
55,178,7593,2022/12/23
55,130,7115,2020/9/18
55,139,8976,2024/1/20
55,28,8813,2021/10/4
55,197,1624,2024/6/4
55,68,8895,2017/11/22
55,19,2712,2022/5/11
55,73,5493,2020/3/23
56,93,7023,2023/4/22
56,187,8930,2022/2/4
56,199,7143,2024/5/2
56,18,5822,2024/1/6
56,18,7460,2025/5/24
56,171,7309,2019/4/29
56,86,3917,2020/7/20
56,181,4795,2023/11/29
56,125,4839,2025/6/12
56,82,7407,2025/6/30
56,168,3566,2019/3/4
56,23,8092,2022/3/6
56,85,1754,2017/6/23
57,52,4349,2020/2/29
57,88,9289,2024/1/22
57,170,7301,2018/11/23
57,45,4454,2025/1/5
57,171,2573,2019/7/28
57,31,4798,2024/12/17
57,28,6581,2024/5/31
57,113,8362,2024/3/23
57,23,8451,2016/9/23
57,27,9880,2023/1/7
57,195,2919,2024/7/28
57,161,1056,2024/12/3
58,70,9402,2021/11/16
58,127,9878,2018/10/30
58,161,5747,2020/8/8
58,167,2788,2023/12/12
58,158,6132,2020/5/24
58,30,2217,2019/7/2
58,105,9900,2022/2/18
58,59,9267,2023/3/6
58,97,4031,2018/6/17
58,7,7693,2018/1/10
58,22,8896,2020/12/20
58,65,9371,2020/6/21
58,155,7680,2020/8/5
59,163,9660,2021/12/30
59,135,2799,2019/2/3
59,82,2203,2025/1/21
59,189,1897,2020/1/17
59,47,2639,2026/12/2
60,91,5429,2023/4/6
60,22,1046,2025/6/1
60,170,6414,2018/5/12
60,21,9274,2020/8/3
60,189,6289,2020/8/16
60,127,4296,2020/2/22
60,128,3733,2023/11/23
60,26,5956,2022/7/16
60,109,3355,2020/4/14
60,7,1061,2018/12/19
60,67,2460,2023/8/22
60,157,6723,2019/12/17
60,101,8312,2026/8/3
61,24,7832,2024/12/14
61,199,7364,2024/9/13
61,166,1869,2021/11/19
61,80,2055,2023/2/11
61,127,8867,2018/5/23
61,44,3584,2022/1/8
61,107,9645,2021/9/18
61,125,1353,2021/4/18
61,203,4981,2021/4/29
61,6,8895,2021/4/14
61,177,6869,2025/9/6
61,186,8825,2025/5/17
61,183,3562,2023/2/6
61,60,5792,2022/5/9
62,161,7198,2023/7/21
62,23,4660,2022/4/20
62,118,3700,2021/6/2
62,59,2890,2022/2/24
62,114,3213,2020/2/1
62,48,5548,2021/4/24
62,146,2390,2020/6/23
62,128,2684,2024/3/22
62,190,8312,2025/3/3
62,8,6569,2018/12/3
62,27,1649,2023/12/13
62,45,7606,2024/12/9
63,199,7253,2025/1/18
63,83,4009,2026/1/25
63,16,3534,2019/7/2
63,125,9340,2023/3/10
63,12,9159,2019/8/23
64,67,9347,2025/3/30
64,147,5792,2021/5/18
64,144,4643,2025/5/21
64,203,3335,2020/9/11
64,5,4277,2021/6/27
64,60,8311,2024/10/31
64,25,1109,2022/11/30
64,167,8688,2025/6/6
64,114,1524,2018/4/12
64,62,8973,2020/8/17
64,167,2803,2025/9/3
64,161,9865,2021/12/1
64,125,4175,2024/1/10
65,61,5145,2021/2/28
65,54,6112,2026/9/12
65,109,1358,2021/12/11
65,186,9811,2025/5/29
65,170,2012,2018/9/15
65,173,2569,2023/6/1
65,23,4638,2023/2/19
65,20,6628,2022/3/27
65,131,4171,2021/3/19
66,84,6757,2023/7/6
66,8,2846,2019/12/27
66,182,1090,2024/3/25
66,166,3750,2022/10/12
66,168,8626,2017/10/24
66,9,5139,2021/4/8
66,117,2021,2020/7/8
66,26,3967,2021/1/10
66,202,5773,2021/3/21
66,102,1770,2019/10/5
66,87,7159,2022/4/2
67,85,7446,2018/6/13
67,32,2983,2023/7/1
67,206,8119,2022/1/12
67,81,1647,2025/3/24
67,159,9486,2021/4/14
67,35,5977,2024/3/30
67,86,7994,2019/11/22
67,2,5144,2019/11/27
68,101,3958,2024/8/29
68,194,9314,2021/6/4
68,57,5547,2023/4/15
68,167,3255,2025/11/9
68,18,9794,2023/10/11
68,84,4569,2023/11/4
68,98,5550,2023/2/10
68,24,4285,2021/10/12
68,198,1353,2021/4/26
69,153,8096,2020/7/23
69,96,1051,2023/2/10
69,117,6063,2022/3/14
69,68,1706,2025/12/12
69,140,3197,2021/8/18
69,54,1481,2023/10/5
69,89,4030,2019/2/23
69,161,5572,2020/3/22
69,114,6643,2018/5/28
69,26,5923,2023/6/14
69,167,8679,2022/4/18
69,193,2368,2024/11/4
70,10,7849,2021/6/7
70,164,3515,2018/8/18
70,33,8253,2027/3/4
70,122,9003,2019/6/26
70,23,7265,2021/11/18
70,179,1455,2019/3/17
70,119,5585,2022/2/27
70,78,4332,2018/11/7
70,199,3686,2026/2/10
70,84,4188,2025/3/31
70,154,1251,2017/5/3
70,196,7381,2022/9/25
70,49,5129,2022/2/4
70,99,9989,2017/5/18
71,44,2052,2021/11/11
71,139,2636,2024/8/26
71,16,4888,2019/10/7
71,81,6290,2025/6/14
71,102,6431,2017/10/24
72,87,4448,2020/7/21
72,59,2514,2022/4/10
72,57,8554,2023/2/28
72,86,6569,2019/9/18
72,103,2935,2019/5/4
72,87,5690,2024/1/31
72,33,6337,2021/6/14
72,98,2175,2021/11/22
72,184,9085,2018/5/18
72,143,3467,2022/5/12
73,120,9471,2021/10/12
73,21,4029,2019/3/31
73,4,4929,2020/8/1
73,5,8155,2021/10/20
73,93,7660,2023/4/22
74,120,1786,2022/6/7
74,107,9528,2020/5/17
74,131,6051,2021/10/15
74,65,6154,2021/2/6
74,97,5953,2016/11/26
74,51,4541,2018/12/22
75,151,1846,2021/1/25
75,83,3337,2025/10/11
75,113,9604,2024/5/11
75,116,5059,2021/3/8
75,195,2043,2025/5/25
75,96,6278,2020/10/13
75,2,2667,2019/11/25
75,168,9685,2017/7/4
75,139,7254,2023/3/10
75,79,2651,2018/1/3
75,125,9279,2020/3/14
75,125,2430,2025/3/8
75,189,3592,2020/11/24
76,2,5666,2020/6/8
76,39,9500,2020/8/21
76,185,7613,2019/5/7
76,29,3477,2019/1/8
76,88,7026,2024/8/17
76,125,8229,2020/11/28
77,87,7809,2020/9/6
77,74,8939,2016/11/16
77,95,3668,2021/7/8
77,10,6336,2022/3/4
77,53,3943,2019/12/5
77,167,5750,2021/12/17
77,178,5673,2021/4/13
77,148,9660,2024/12/30
78,5,5129,2020/11/1
78,6,5618,2021/1/16
78,185,2953,2019/11/27
78,154,6966,2018/4/7
78,137,5319,2022/12/22
78,103,1061,2023/5/8
79,205,9521,2023/1/25
79,30,5981,2021/1/8
79,176,5966,2024/7/12
79,64,6696,2025/1/15
79,47,7065,2026/10/11
79,32,3738,2019/7/23
79,200,7487,2020/11/13
79,144,6897,2025/11/26
79,112,8423,2017/8/9
79,89,2453,2020/4/29
80,164,3926,2018/3/24
80,50,7068,2025/4/27
80,118,6824,2020/12/5
80,23,8188,2022/6/5
80,177,8578,2026/3/28
80,61,2254,2021/8/19
80,16,7702,2018/1/16
80,86,5271,2019/5/17
80,125,6286,2023/9/24
80,101,1190,2025/6/15
80,7,5543,2018/11/7
80,29,8240,2024/3/26
80,60,7496,2021/7/30
81,82,8821,2025/2/6
81,28,9498,2021/6/19
81,57,2554,2021/6/22
81,49,4449,2021/1/10
81,65,3623,2018/10/12
81,16,6679,2020/10/5
81,83,1174,2025/11/14
81,33,6399,2025/7/15
81,138,7617,2019/12/10
81,40,4449,2020/8/14
81,109,9950,2020/11/26
81,115,9260,2018/7/29
81,58,9533,2020/8/16
81,16,2625,2019/8/25
82,150,9434,2024/4/5
82,125,6263,2020/2/13
82,167,5241,2025/6/3
82,173,1184,2022/12/5
82,96,2125,2021/11/18
83,154,7059,2016/11/14
83,31,3538,2017/6/24
83,195,5480,2024/3/2
83,134,3081,2024/10/30
83,115,4107,2019/3/17
83,74,4625,2018/1/22
83,41,4786,2021/4/23
83,97,2290,2016/12/13
83,14,3962,2023/4/1
84,156,4873,2026/6/6
84,109,9879,2020/6/7
84,9,1761,2022/3/27
84,96,3358,2021/1/14
84,82,7768,2022/10/13
84,35,8767,2024/2/6
84,85,7203,2017/10/6
84,51,2125,2019/7/12
84,77,7914,2020/5/13
84,5,8894,2020/11/15
85,167,1799,2022/8/26
85,81,7735,2024/5/25
85,189,6554,2019/12/10
85,128,1435,2023/8/1
85,65,8490,2020/2/26
85,146,4888,2018/12/10
85,145,2994,2019/10/29
85,54,6843,2025/4/29
85,7,8309,2018/10/27
85,37,8763,2020/11/16
85,142,2808,2020/8/2
85,124,9287,2023/5/21
85,103,8523,2019/7/2
85,180,4148,2020/11/11
85,175,9680,2020/9/8
86,68,1898,2017/5/27
86,25,7550,2021/10/25
86,17,6633,2019/11/13
86,23,2947,2017/3/3
86,170,2355,2018/8/23
86,29,9407,2023/4/9
86,50,5869,2020/10/17
86,26,6897,2021/6/6
86,25,6423,2017/8/7
86,74,1001,2017/11/13
86,200,5403,2021/1/6
86,166,9794,2024/4/2
86,35,7336,2023/4/6
86,155,9487,2019/10/11
87,167,9796,2022/10/29
87,174,7303,2022/6/8
87,59,7816,2022/8/1
87,29,9921,2019/1/2
87,181,1038,2023/11/16
87,81,9746,2026/1/11
87,98,3845,2021/6/25
87,23,5430,2016/8/30
87,137,6184,2023/1/29
87,1,7173,2024/8/14
87,74,3804,2018/12/29
88,3,7003,2025/3/7
88,174,9202,2022/5/4
88,31,1055,2018/7/24
88,122,9837,2020/1/6
88,133,9157,2025/11/21
88,45,9591,2024/7/17
88,140,4003,2023/10/1
88,42,9529,2020/10/31
88,184,7422,2017/3/4
88,187,9920,2020/6/27
88,206,7433,2021/5/28
88,28,5105,2024/1/5
88,25,1330,2021/9/14
89,156,9889,2025/2/10
89,155,4791,2020/8/19
89,191,5221,2022/6/30
89,60,4654,2025/11/20
89,50,3921,2023/1/5
89,57,8670,2024/2/14
89,16,4124,2019/8/24
90,154,8855,2018/7/31
90,198,5107,2023/1/18
90,33,7879,2026/4/5
90,36,9374,2019/4/29
90,27,2644,2023/7/20
90,44,9400,2022/12/5
90,167,6684,2021/9/19
90,26,1525,2022/9/15
90,93,9912,2021/11/9
90,203,2903,2022/9/12
90,179,3741,2021/5/16
90,15,1449,2020/5/10
90,149,6606,2023/11/4
90,24,7230,2025/1/25
90,52,8997,2019/9/1
91,37,5868,2021/7/19
91,14,4406,2023/11/5
91,31,8204,2024/11/2
91,42,9619,2022/3/9
91,32,1065,2020/1/11
91,22,6417,2023/11/18
91,5,4991,2021/1/30
91,60,4159,2024/11/1
91,171,8930,2019/8/29
91,53,2380,2023/12/18
91,159,6985,2022/11/22
91,187,8480,2021/8/5
91,156,7118,2025/5/11
92,152,3516,2021/2/1
92,203,6904,2021/10/1
92,187,3209,2020/1/7
92,155,9093,2019/2/26
92,36,1205,2018/12/9
92,120,6693,2023/8/6
92,172,8457,2025/6/19
93,146,9676,2020/5/9
93,10,8884,2022/4/12
93,16,3487,2019/1/27
93,2,7528,2020/4/20
93,128,2193,2024/2/8
93,145,8339,2025/3/25
93,185,9724,2020/3/3
93,78,1389,2019/2/2
93,5,3027,2019/6/15
93,15,3823,2020/8/8
94,44,8191,2021/12/12
94,82,4708,2024/7/14
94,87,2827,2022/4/4
94,143,8667,2023/3/13
94,146,2382,2019/3/11
94,101,1252,2026/10/31
94,84,5619,2025/4/27
94,71,5060,2023/11/29
95,167,8196,2025/9/19
95,69,5049,2024/2/12
95,68,2597,2017/8/28
95,115,6942,2024/1/16
95,196,8029,2021/5/2
95,111,9838,2018/8/9
95,105,7138,2022/5/26
96,82,7608,2025/2/26
96,30,3852,2021/1/6
96,54,9582,2023/9/12
96,30,5438,2020/8/9
96,24,3459,2025/4/6
96,125,1522,2024/6/7
96,189,8308,2020/7/6
96,142,5339,2020/1/8
96,41,7270,2021/9/9
97,101,9714,2024/8/5
97,97,4746,2018/9/8
97,37,3788,2020/9/9
97,1,4194,2023/7/23
97,74,3710,2019/3/3
97,83,3911,2024/12/27
97,43,8498,2024/11/14
97,82,6660,2025/8/5
97,23,3290,2017/8/28
97,108,6125,2019/6/6
97,47,4244,2025/7/14
97,50,6333,2022/11/9
97,10,9857,2022/3/1
98,39,7944,2020/9/30
98,66,2793,2026/4/22
98,110,8285,2022/6/26
98,99,7785,2017/5/21
98,28,2557,2023/7/2
98,89,1962,2020/8/7
98,136,9142,2017/11/29
98,23,6824,2018/3/8
98,200,8089,2019/10/4
98,82,1223,2026/6/28
